=== UNMATCHED WARDS REPORT (Total: 1030) ===

PROVINCE             | DISTRICT             | WARD (Not Found)               | ID
Hà Nội               | Thanh Trì            | Phú Lãm                        | 550
Hà Nội               | Thanh Trì            | Phú Lương                      | 551
Hà Nội               | Thanh Trì            | Phúc La                        | 552
Hà Nội               | Thanh Trì            | Văn Quán                       | 560
Hà Nội               | Thanh Trì            | Yên Nghĩa                      | 563
Hà Nội               | Thanh Trì            | Yết Kiêu                       | 564
Hà Nội               | Thanh Xuân           | 19 nguyễn trãi                 | 21547
Hà Nội               | Thường Tín           | TT. Thường Tín                 | 20403
Hà Tĩnh              | Cẩm Xuyên            | Cẩm Long                       | 3907
Hà Tĩnh              | Cẩm Xuyên            | Nam Phúc Thăng                 | 21197
Hà Tĩnh              | Cẩm Xuyên            | TT. Cẩm Xuyên                  | 21196
Hà Tĩnh              | Cẩm Xuyên            | Yên Hòa                        | 21198
Hà Tĩnh              | Can Lộc              | Khánh Vĩnh Yên                 | 21194
Hà Tĩnh              | Can Lộc              | Kim Song Trường                | 21195
Hà Tĩnh              | Đức Thọ              | An Dũng                        | 21210
Hà Tĩnh              | Đức Thọ              | Bùi La Nhân                    | 21205
Hà Tĩnh              | Đức Thọ              | Hòa Lạc                        | 21211
Hà Tĩnh              | Đức Thọ              | Lâm Trung Thủy                 | 21206
Hà Tĩnh              | Đức Thọ              | Quang Vĩnh                     | 21209
Hà Tĩnh              | Đức Thọ              | Tân Dân                        | 21212
Hà Tĩnh              | Đức Thọ              | Thanh Bình Thịnh               | 21207
Hà Tĩnh              | Đức Thọ              | TT. Đức Thọ                    | 21213
Hà Tĩnh              | Đức Thọ              | Tùng Châu                      | 21208
Hà Tĩnh              | Đức Thọ              | Yên Đồng                       | 3972
Hà Tĩnh              | Hà Tĩnh              | Đồng Môn                       | 21191
Hà Tĩnh              | Hà Tĩnh              | xã Thạch Trung, thành phố Hà Tĩnh,tỉnh Hà Tĩnh | 21484
Hà Tĩnh              | Hương Khê            | Điền Mỹ                        | 21215
Hà Tĩnh              | Hương Khê            | TT. Hương Khê                  | 21214
Hà Tĩnh              | Hương Sơn            | An Hòa Thịnh                   | 21218
Hà Tĩnh              | Hương Sơn            | Kim Hoa                        | 21219
Hà Tĩnh              | Hương Sơn            | Quang Diệm                     | 21220
Hà Tĩnh              | Hương Sơn            | Tân Mỹ Hà                      | 21217
Hà Tĩnh              | Kỳ Anh               | Hưng Trí                       | 21192
Hà Tĩnh              | Kỳ Anh               | Kỳ Hoa                         | 4055
Hà Tĩnh              | Kỳ Anh               | Kỳ Lợi                         | 4062
Hà Tĩnh              | Kỳ Anh               | Kỳ Nam                         | 4064
Hà Tĩnh              | Kỳ Anh               | Kỳ Ninh                        | 4065
Hà Tĩnh              | Kỳ Anh               | Kỳ Thịnh                       | 4072
Hà Tĩnh              | Kỳ Anh               | Kỳ Trinh                       | 4077
Hà Tĩnh              | Kỳ Anh               | Lâm Hợp                        | 21224
Hà Tĩnh              | Lộc Hà               | An Ngãi                        | 4149
Hà Tĩnh              | Lộc Hà               | An Nhất                        | 4150
Hà Tĩnh              | Lộc Hà               | Bình An                        | 21246
Hà Tĩnh              | Lộc Hà               | Long Hải                       | 4155
Hà Tĩnh              | Lộc Hà               | Phước Hưng                     | 4158
Hà Tĩnh              | Lộc Hà               | Phước Tỉnh                     | 4159
Hà Tĩnh              | Lộc Hà               | TT. Lộc Hà                     | 21244
Hà Tĩnh              | Thạch Hà             | Đỉnh Bàn                       | 21256
Hà Tĩnh              | Thạch Hà             | Lưu Vĩnh Sơn                   | 21254
Hà Tĩnh              | Thạch Hà             | Nam Điền                       | 21255
Hà Tĩnh              | Thạch Hà             | Tân Lâm Hương                  | 21252
Hà Tĩnh              | Thạch Hà             | TT. Thạch Hà                   | 21257
Hà Tĩnh              | Thạch Hà             | Việt Tiến                      | 21253
Hà Tĩnh              | Vũ Quang             | Hương Đại                      | 4135
Hà Tĩnh              | Vũ Quang             | Láng Dài                       | 4140
Hà Tĩnh              | Vũ Quang             | Long Mỹ                        | 4142
Hà Tĩnh              | Vũ Quang             | Long Tân                       | 4143
Hà Tĩnh              | Vũ Quang             | Phước Hải                      | 4144
Hà Tĩnh              | Vũ Quang             | Phước Hội                      | 4145
Hà Tĩnh              | Vũ Quang             | Phước Long Thọ                 | 4146
Hà Tĩnh              | Vũ Quang             | Quang Thọ                      | 21260
Hà Tĩnh              | Vũ Quang             | Thọ Điền                       | 21261
Hà Tĩnh              | Vũ Quang             | TT. Vũ Quang                   | 21259
Hải Dương            | Cẩm Giàng            | Định Sơn                       | 21030
Hải Dương            | Chí Linh             | Kênh Giang                     | 4446
Hải Dương            | Hải Dương            | An Thượng                      | 21010
Hải Dương            | Hải Dương            | Gia Xuyên                      | 21011
Hải Dương            | Hải Dương            | Liên Hồng                      | 21012
Hải Dương            | Hải Dương            | Ngọc Sơn                       | 21013
Hải Dương            | Hải Dương            | Quyết Thắng                    | 21014
Hải Dương            | Hải Dương            | Tiền Tiến                      | 21015
Hải Dương            | Kinh Môn             | Chí Minh                       | 4565
Hải Dương            | Kinh Môn             | Quang Thành                    | 21022
Hải Dương            | Nam Sách             | TT. Nam Sách                   | 21037
Hải Phòng            | An Dương             | TT. An Dương                   | 20423
Hải Phòng            | An Lão               | TT. An Lão                     | 20439
Hải Phòng            | Đồ Sơn               | Hải Sơn                        | 20410
Hải Phòng            | Thuỷ Nguyên          | TT. Minh Đức                   | 20442
Hải Phòng            | Tiên Lãng            | TT. Tiên Lãng                  | 20446
Hải Phòng            | Vĩnh Bảo             | TT. Vĩnh Bảo                   | 20447
Hậu Giang            | Châu Thành A         | Giai Xuân                      | 4898
Hậu Giang            | Châu Thành A         | Mỹ Khánh                       | 4900
Hậu Giang            | Châu Thành A         | Nhơn Ái                        | 4901
Hậu Giang            | Châu Thành A         | Phong Điền                     | 4904
Hậu Giang            | Châu Thành A         | Tân Thới                       | 4907
Hậu Giang            | Châu Thành A         | Tân Thuận                      | 4908
Hậu Giang            | Châu Thành A         | TT. Cái Tắc                    | 20617
Hậu Giang            | Châu Thành A         | TT. Rạch Gòi                   | 20618
Hậu Giang            | Long Mỹ              | Bình Thạnh                     | 2980
Hậu Giang            | Long Mỹ              | Long Bình                      | 4864
Hậu Giang            | Long Mỹ              | Long Phú                       | 4865
Hậu Giang            | Long Mỹ              | Long Trị                       | 4866
Hậu Giang            | Long Mỹ              | Long Trị A                     | 20613
Hậu Giang            | Long Mỹ              | Tân Phú                        | 20614
Hậu Giang            | Long Mỹ              | Thuận An                       | 20611
Hậu Giang            | Long Mỹ              | Trà Lồng                       | 20612
Hậu Giang            | Long Mỹ              | Vĩnh Tường                     | 3256
Hậu Giang            | Phụng Hiệp           | TT Búng Tàu                    | 20621
Hậu Giang            | Vị Thanh             | 1                              | 4883
Hậu Giang            | Vị Thanh             | 3                              | 4884
Hậu Giang            | Vị Thanh             | 4                              | 4885
Hậu Giang            | Vị Thanh             | 5                              | 4886
Hậu Giang            | Vị Thanh             | 7                              | 4887
Hồ Chí Minh          | 2                    | 26 đường số 40                 | 21512
Hồ Chí Minh          | 3                    | Đại Áng                        | 21489
Hồ Chí Minh          | 3                    | Phường Võ Thị Sáu              | 20266
Hồ Chí Minh          | 4                    | Phường 11                      | 193
Hồ Chí Minh          | 4                    | Phường 7                       | 189
Hồ Chí Minh          | 5                    | phường 18                      | 21499
Hồ Chí Minh          | 6                    | Phường 15                      | 233
Hồ Chí Minh          | 7                    | 15 nguyễn lương bằng           | 21508
Hồ Chí Minh          | Bình Chánh           | Đường hưng nhơn ,xã tân kiên ,huyện bình chánh. | 21544
Hồ Chí Minh          | Bình Chánh           | Vĩnh Lộc B - Vĩnh Lộc A        | 21525
Hồ Chí Minh          | Bình Chánh           | Xã Phú Tây                     | 21510
Hồ Chí Minh          | Bình Thạnh           | Phường 10                      | 400
Hồ Chí Minh          | Bình Thạnh           | Phường 16                      | 406
Hồ Chí Minh          | Bình Thạnh           | Phường 18                      | 408
Hồ Chí Minh          | Bình Thạnh           | Phường 20                      | 410
Hồ Chí Minh          | Bình Thạnh           | Phường 23                      | 413
Hồ Chí Minh          | Bình Thạnh           | Phường 4                       | 394
Hồ Chí Minh          | Bình Thạnh           | Phường 8                       | 398
Hồ Chí Minh          | Bình Thạnh           | Phường 9                       | 399
Hồ Chí Minh          | Củ Chi               | TT. Củ Chi                     | 20350
Hồ Chí Minh          | Gò Vấp               | Phường 2                       | 348
Hồ Chí Minh          | Hóc Môn              | TT. Hóc Môn                    | 20351
Hồ Chí Minh          | Nhà Bè               | TT. Nhà Bè                     | 20352
Hồ Chí Minh          | Phú Nhuận            | Phường 6                       | 424
Hồ Chí Minh          | Tân Bình             | Tân Tạo A                      | 20058
Hồ Chí Minh          | Tân Phú              | 683 âu cơ, tân thành, tân phú  | 21536
Hồ Chí Minh          | Tân Phú              | Bình Thới                      | 364
Hồ Chí Minh          | Thủ Đức              | Phường Long Trường             | 21531
Hồ Chí Minh          | Thủ Đức              | Thạnh Mỹ Lợi                  | 21501
Hoà Bình             | Cao Phong            | Cầu Thia                       | 4369
Hoà Bình             | Cao Phong            | Nghĩa An                       | 4373
Hoà Bình             | Cao Phong            | Nghĩa Lợi                      | 4374
Hoà Bình             | Cao Phong            | Nghĩa Phúc                     | 4375
Hoà Bình             | Cao Phong            | Pú Trạng                       | 4376
Hoà Bình             | Cao Phong            | Tân An                         | 4377
Hoà Bình             | Cao Phong            | Trung Tâm                      | 4382
Hoà Bình             | Đà Bắc               | Nánh Nghê                      | 21234
Hoà Bình             | Đà Bắc               | TT. Đà Bắc                     | 21237
Hoà Bình             | Hòa Bình             | Độc Lập                        | 4247
Hoà Bình             | Hòa Bình             | Hợp Thành                      | 21408
Hoà Bình             | Hòa Bình             | Mông Hóa                       | 21409
Hoà Bình             | Hòa Bình             | Quang Tiến                     | 21410
Hoà Bình             | Hòa Bình             | Thịnh Minh                     | 21412
Hoà Bình             | Kim Bôi              | Hợp Tiến                       | 21267
Hoà Bình             | Kim Bôi              | Hùng Sơn                       | 21268
Hoà Bình             | Kim Bôi              | Kim Lập                        | 21270
Hoà Bình             | Kim Bôi              | Mỵ Hòa                         | 4229
Hoà Bình             | Kim Bôi              | Thanh Hà                       | 4236
Hoà Bình             | Kim Bôi              | Thanh Nông                     | 4238
Hoà Bình             | Kỳ Sơn               | Trung Minh                     | 4253
Hoà Bình             | Lương Sơn            | Yên Quang                      | 4308
Hưng Yên             | Ân Thi               | TT. Ân Thi                     | 21018
Hưng Yên             | Hưng Yên             | Nghĩa Trụ                      | 21549
Hưng Yên             | Khoái Châu           | TT. Khoái Châu                 | 21019
Hưng Yên             | Kim Động             | Bảo Khê                        | 5203
Hưng Yên             | Kim Động             | Ngũ Lão                        | 5213
Hưng Yên             | Kim Động             | TT. Lương Bằng                 | 21020
Hưng Yên             | Tiên Lữ              | Hồng Nam                       | 5152
Hưng Yên             | Tiên Lữ              | Tân Hưng                       | 5159
Hưng Yên             | Tiên Lữ              | Thủ Sĩ                         | 5161
Hưng Yên             | Văn Giang            | TT. Văn Giang                  | 21025
Hưng Yên             | Yên Mỹ               | KCN Yên Mỹ                     | 21524
Hưng Yên             | Yên Mỹ               | Trai Trang                     | 5197
Khánh Hòa            | Cam Ranh             | Cam Hòa                        | 5342
Khánh Hòa            | Diên Khánh           | Bình Lộc                       | 21465
Khánh Hòa            | Diên Khánh           | Đường Võ Thị Sáu - Khu Đô Thị Nam Sông Cái - TT Diên Khánh, Khánh Hòa | 21500
Khánh Hòa            | Diên Khánh           | TT. Diên Khánh                 | 21464
Khánh Hòa            | Khánh Vĩnh           | đường liên xã                  | 21506
Khánh Hòa            | Khánh Vĩnh           | TT. Khánh Vĩnh                 | 21462
Khánh Hòa            | Nha Trang            | Vĩnh Điềm Trung                | 21532
Khánh Hòa            | Ninh Hòa             | Ninh Xuân, TX Ninh Hòa, Khánh Hòa | 21515
Khánh Hòa            | Trường Sa            | TT. Trường Sa                  | 21461
Kiên Giang           | An Minh              | Thứ 11                         | 5402
Kiên Giang           | Giồng Riềng          | TT. Giồng Riềng                | 20593
Kiên Giang           | Gò Quao              | TT. Gò Quao                    | 20595
Kiên Giang           | Hòn Đất              | TT. Hòn Đất                    | 20596
Kiên Giang           | Kiên Lương           | TT. Kiên Lương                 | 20598
Kiên Giang           | Tân Hiệp             | TT. Tân Hiệp                   | 20606
Kiên Giang           | Vĩnh Thuận           | TT. Vĩnh Thuận                 | 20608
Kon Tum              | Đắk Glei             | TT. Đăk Glei                   | 20846
Kon Tum              | Đắk Hà               | Đăk Uy                         | 5537
Kon Tum              | Đắk Hà               | TT. Đăk Hà                     | 20850
Kon Tum              | Đắk Tô               | TT. Đăk Tô                     | 20852
Kon Tum              | Kon Plông            | TT. Măng Đen                   | 20860
Kon Tum              | Kon Rẫy              | TT. Đăk Rve                    | 20865
Kon Tum              | Kon Tum              | Đăkrơva                        | 5562
Kon Tum              | Sa Thầy              | Mo-ray                         | 5588
Kon Tum              | Sa Thầy              | TT. Sa Thầy                    | 20872
Lai Châu             | Lai Châu             | Sùng Phài                      | 21305
Lai Châu             | Mường Tè             | TT. Mường Tè                   | 21306
Lai Châu             | Phong Thổ            | TT. Phong Thổ                  | 21334
Lai Châu             | Sìn Hồ               | TT. Sìn Hồ                     | 21354
Lâm Đồng             | Bảo Lâm              | BLá                            | 5784
Lâm Đồng             | Bảo Lâm              | TT. Lộc Thắng                  | 20537
Lâm Đồng             | Bảo Lộc              | B´Lao                          | 5797
Lâm Đồng             | Cát Tiên             | Đồng Nai                       | 5807
Lâm Đồng             | Cát Tiên             | Phù Mỹ                         | 5813
Lâm Đồng             | Cát Tiên             | TT. Cát Tiên                   | 20538
Lâm Đồng             | Cát Tiên             | TT. Phước Cát                  | 20539
Lâm Đồng             | Di Linh              | TT. Di Linh                    | 20540
Lâm Đồng             | Đạ Huoai             | Madaguoil                      | 5850
Lâm Đồng             | Đạ Huoai             | TT. Ma Đa Guôi                 | 20541
Lâm Đồng             | Đà Lạt               | Phường 13                      | 5833
Lâm Đồng             | Đạ Tẻh               | TT. Đạ Tẻh                     | 20542
Lâm Đồng             | Đơn Dương            | D´ran                          | 5871
Lâm Đồng             | Đơn Dương            | K´Đơn                          | 5873
Lâm Đồng             | Đơn Dương            | P´Róh                          | 5876
Lâm Đồng             | Đức Trọng            | N´ Thôn Hạ                     | 5887
Lâm Đồng             | Lạc Dương            | TT. Lạc Dương                  | 20551
Lâm Đồng             | Lâm Hà               | Đường DT725                    | 21530
Lạng Sơn             | Đình Lập             | TT. Đình Lập                   | 21126
Lạng Sơn             | Đình Lập             | TT. Nông trường Thái Bình      | 21127
Lào Cai              | Bảo Thắng            | Phong Hải                      | 5641
Lào Cai              | Lào Cai              | Cốc San                        | 21045
Lào Cai              | Sa Pa                | thị xã sapa                    | 21523
Lào Cai              | Sa Pa                | xã Mường Hoa                   | 21520
Long An              | Bến Lức              | TT. Bến Lức                    | 20480
Long An              | Cần Đước             | TT. Cần Đước                   | 20482
Long An              | Cần Giuộc            | TT. Cần Giuộc                  | 20481
Long An              | Đức Hòa              | 1 Nhánh ĐT 825                 | 21528
Long An              | Đức Hòa              | Ấp Rừng Dầu, Mỹ Hạnh Bắc       | 21542
Long An              | Đức Hòa              | TT. Đức Hòa                    | 20485
Long An              | Đức Hòa              | TT. Hiệp Hòa                   | 20486
Long An              | Tân An               | Đường số 2, Cụm công nghiệp Lợi Bình Nhơn, Xã Lợi Bình Nhơn | 21517
Long An              | Tân Hưng             | TT. Tân Hưng                   | 20490
Long An              | Tân Thạnh            | Mỹ Xuân                        | 1879
Long An              | Tân Trụ              | Tân Bình                       | 20484
Long An              | Tân Trụ              | TT. Tân Trụ                    | 20483
Long An              | Thạnh Hóa            | TT. Thạnh Hóa                  | 20487
Long An              | Vĩnh Hưng            | TT. Vĩnh Hưng                  | 20489
Nam Định             | Mỹ Lộc               | TT. Mỹ Lộc                     | 21029
Nam Định             | Nam Định             | Tân Thành                      | 6406
Nam Định             | Trực Ninh            | Trực Phú                       | 6474
Nam Định             | Trực Ninh            | TT. Ninh Cường                 | 21033
Nam Định             | Xuân Trường          | TT. Xuân Trường                | 21034
Nghệ An              | Anh Sơn              | TT. Anh Sơn                    | 21099
Nghệ An              | Con Cuông            | TT. Con Cuông                  | 21100
Nghệ An              | Diễn Châu            | Minh Châu                      | 21107
Nghệ An              | Diễn Châu            | TT. Diễn Châu                  | 21106
Nghệ An              | Đô Lương             | TT. Đô Lương                   | 21110
Nghệ An              | Hưng Nguyên          | Châu Nhân                      | 21119
Nghệ An              | Hưng Nguyên          | Hưng Nghĩa                     | 21120
Nghệ An              | Hưng Nguyên          | Hưng Yên Nam                   | 6700
Nghệ An              | Hưng Nguyên          | Long Xá                        | 21115
Nghệ An              | Hưng Nguyên          | TT. Hưng Nguyên                | 21121
Nghệ An              | Hưng Nguyên          | Xuân Lam                       | 21117
Nghệ An              | Nam Đàn              | Thượng Tân Lộc                 | 21131
Nghệ An              | Nam Đàn              | Trung Phúc Cường               | 21130
Nghệ An              | Nam Đàn              | TT. Nam Đàn                    | 21129
Nghệ An              | Nghi Lộc             | Khánh Hợp                      | 21133
Nghệ An              | Nghĩa Đàn            | TT. Nghĩa Đàn                  | 21137
Nghệ An              | Quỳ Châu             | TT. Tân Lạc                    | 21144
Nghệ An              | Quỳ Hợp              | TT. Quỳ Hợp                    | 21146
Nghệ An              | Quỳnh Lưu            | Hoàng Mai                      | 6846
Nghệ An              | Tân Kỳ               | TT. Tân Kỳ                     | 21147
Nghệ An              | Thái Hoà             | Đại Thành                      | 7033
Nghệ An              | Thái Hoà             | Hiệp Lợi                       | 7035
Nghệ An              | Thái Hoà             | Hiệp Thành                     | 7036
Nghệ An              | Thái Hoà             | Lái Hiếu                       | 7038
Nghệ An              | Thái Hoà             | Ngã Bảy                        | 7040
Nghệ An              | Thái Hoà             | Tân Thành                      | 7047
Nghệ An              | Thanh Chương         | Dùng                           | 6910
Nghệ An              | Thanh Chương         | Đại Đồng                       | 21175
Nghệ An              | Tương Dương          | Hữu Dương                      | 6949
Nghệ An              | Tương Dương          | Kim Đa                         | 6951
Nghệ An              | Tương Dương          | Kim Tiến                       | 6952
Nghệ An              | Tương Dương          | Luân Mai                       | 6953
Nghệ An              | Yên Thành            | TT. Yên Thành                  | 21189
Ninh Bình            | Gia Viễn             | Chi Đông                       | 7182
Ninh Bình            | Gia Viễn             | Chu Phan                       | 7183
Ninh Bình            | Gia Viễn             | Đại Thịnh                      | 7184
Ninh Bình            | Gia Viễn             | Hoàng Kim                      | 7204
Ninh Bình            | Gia Viễn             | Kim Hoa                        | 7205
Ninh Bình            | Gia Viễn             | Liên Mạc                       | 7206
Ninh Bình            | Gia Viễn             | Mê Linh                        | 7209
Ninh Bình            | Gia Viễn             | Quang Minh                     | 7210
Ninh Bình            | Gia Viễn             | Tam Đồng                       | 7211
Ninh Bình            | Gia Viễn             | Thạch Đà                       | 7212
Ninh Bình            | Gia Viễn             | Thanh Lâm                      | 7213
Ninh Bình            | Gia Viễn             | Tiền Phong                     | 7214
Ninh Bình            | Gia Viễn             | Tiến Thắng                     | 7215
Ninh Bình            | Gia Viễn             | Tiến Thịnh                     | 7216
Ninh Bình            | Gia Viễn             | Tráng Việt                     | 7217
Ninh Bình            | Gia Viễn             | Tự Lập                         | 7218
Ninh Bình            | Gia Viễn             | Văn Khê                        | 7219
Ninh Bình            | Gia Viễn             | Vạn Yên                        | 7220
Ninh Bình            | Nho Quan             | TT. Nho Quan                   | 21038
Ninh Bình            | Yên Khánh            | Khánh Ninh                     | 7155
Ninh Bình            | Yên Mô               | Yên Phú                        | 7176
Phú Thọ              | Cẩm Khê              | Tân Việt                       | 7531
Phú Thọ              | Cẩm Khê              | TT. Cẩm Khê                    | 21186
Phú Thọ              | Đoan Hùng            | TT. Đoan Hùng                  | 21187
Phú Thọ              | Hạ Hoà               | TT. Hạ Hòa                     | 21188
Phú Thọ              | Lâm Thao             | TT. Lâm Thao                   | 21190
Phú Thọ              | Tân Sơn              | Hòa Thuận                      | 7549
Phú Thọ              | Tân Sơn              | Hồng Đại                       | 7550
Phú Thọ              | Tân Sơn              | Lương Thiện                    | 7555
Phú Thọ              | Tân Sơn              | Tà Lùng                        | 7559
Phú Thọ              | Tân Sơn              | Triệu Ẩu                       | 7567
Phú Thọ              | Thanh Ba             | TT. Thanh Ba                   | 21193
Phú Thọ              | Thanh Sơn            | TT. Thanh Sơn                  | 21201
Phú Thọ              | Thanh Thuỷ           | La Phù                         | 7457
Phú Thọ              | Thanh Thuỷ           | TT. Thanh Thủy                 | 21202
Phú Thọ              | Yên Lập              | TT. Yên Lập                    | 21203
Phú Yên              | Đông Hòa             | Bình Lăng                      | 7657
Phú Yên              | Đông Hòa             | Cai Bộ                         | 7658
Phú Yên              | Đông Hòa             | Đoài Khôn                      | 7660
Phú Yên              | Đông Hòa             | Hoàng Hải                      | 7673
Phú Yên              | Đông Hòa             | Hồng Định                      | 7674
Phú Yên              | Đông Hòa             | Quốc Dân                       | 7680
Phú Yên              | Đông Hòa             | Quốc Phong                     | 7681
Phú Yên              | Đồng Xuân            | 8                              | 7592
Phú Yên              | Phú Hoà              | An Linh                        | 7705
Phú Yên              | Phú Hoà              | An Long                        | 7706
Phú Yên              | Phú Hoà              | An Thái                        | 7707
Phú Yên              | Phú Hoà              | Phước Sang                     | 7717
Phú Yên              | Phú Hoà              | Phước Vĩnh                     | 7718
Phú Yên              | Phú Hoà              | Tân Hiệp                       | 7719
Phú Yên              | Phú Hoà              | Tân Long                       | 7720
Phú Yên              | Phú Hoà              | TT. Phú Hòa                    | 21442
Phú Yên              | Sông Hinh            | Ea Trôi                        | 7624
Phú Yên              | Tây Hoà              | An Thắng                       | 7683
Phú Yên              | Tây Hoà              | Bằng Thành                     | 7684
Phú Yên              | Tây Hoà              | TT. Phú Thứ                    | 21449
Phú Yên              | Tây Hoà              | Xuân La                        | 7703
Quảng Bình           | Bố Trạch             | Hải Phú                        | 20864
Quảng Bình           | Bố Trạch             | Phong Nha                      | 20853
Quảng Bình           | Bố Trạch             | TT. Nông trường Việt Trung     | 20858
Quảng Bình           | Lệ Thủy              | Ngư Hòa                        | 7782
Quảng Bình           | Lệ Thủy              | Ngư Thủy                       | 7783
Quảng Bình           | Lệ Thủy              | Nông Trường Lệ Ninh            | 7784
Quảng Bình           | Quảng Trạch          | Liên Trường                    | 20922
Quảng Bình           | Thành Phố Đồng Hới   | Đồng Hải                       | 20844
Quảng Nam            | Bắc Trà My           | Xã Trà Cang                    | 20241
Quảng Nam            | Bắc Trà My           | Xã Trà Leng                    | 20244
Quảng Nam            | Bắc Trà My           | Xã Trà Linh                    | 20245
Quảng Nam            | Bắc Trà My           | Xã Trà Mai                     | 20246
Quảng Nam            | Bắc Trà My           | Xã Trà Nam                     | 20247
Quảng Nam            | Bắc Trà My           | Xã Trà Vinh                    | 20250
Quảng Nam            | Đông Giang           | TT. Prao                       | 20769
Quảng Nam            | Hiệp Đức             | TT. Tân Bình                   | 20780
Quảng Nam            | Nam Giang            | TT. Thạnh Mỹ                   | 20781
Quảng Nam            | Nông Sơn             | Ninh Phước                     | 20786
Quảng Nam            | Nông Sơn             | TT. Trung Phước                | 20785
Quảng Nam            | Núi Thành            | TT. Núi Thành                  | 20792
Quảng Nam            | Phú Ninh             | TT. Phú Thịnh                  | 20794
Quảng Nam            | Quế Sơn              | Quế Mỹ                         | 20813
Quảng Ngãi           | Ba Tơ                | TT. Ba Tơ                      | 21482
Quảng Ngãi           | Bình Sơn             | TT. Châu Ổ                     | 21481
Quảng Ngãi           | Đức Phổ              | Nguyễn Nghiêm                  | 21479
Quảng Ngãi           | Lý Sơn               | Lý Hải                         | 8147
Quảng Ngãi           | Lý Sơn               | Lý Vĩnh                        | 8148
Quảng Ngãi           | Mộ Đức               | TT. Mộ Đức                     | 21480
Quảng Ngãi           | Trà Bồng             | Hương Trà                      | 21473
Quảng Ngãi           | Trà Bồng             | Sơn Trà                        | 21474
Quảng Ngãi           | Trà Bồng             | Trà Phong                      | 21475
Quảng Ninh           | Ba Chẽ               | TT. Ba Chẽ                     | 21221
Quảng Ninh           | Bình Liêu            | Hoành Sơn                      | 8282
Quảng Ninh           | Bình Liêu            | TT. Bình Liêu                  | 21222
Quảng Ninh           | Cô Tô                | TT. Cô Tô                      | 21223
Quảng Ninh           | Đầm Hà               | TT. Đầm Hà                     | 21225
Quảng Ninh           | Hạ Long              | Bằng Cả                        | 8345
Quảng Ninh           | Hạ Long              | Dân Chủ                        | 8347
Quảng Ninh           | Hạ Long              | Đồng Lâm                       | 8348
Quảng Ninh           | Hạ Long              | Đồng Sơn                       | 8349
Quảng Ninh           | Hạ Long              | Hòa Bình                       | 8350
Quảng Ninh           | Hạ Long              | Hoành Bồ                       | 21204
Quảng Ninh           | Hạ Long              | Kỳ Thượng                      | 8351
Quảng Ninh           | Hạ Long              | Lê Lợi                         | 8352
Quảng Ninh           | Hạ Long              | Quảng La                       | 8353
Quảng Ninh           | Hạ Long              | Sơn Dương                      | 8354
Quảng Ninh           | Hạ Long              | Tân Dân                        | 8355
Quảng Ninh           | Hạ Long              | Thống Nhất                     | 8356
Quảng Ninh           | Hạ Long              | Vũ Oai                         | 8359
Quảng Ninh           | Hải Hà               | TT. Quảng Hà                   | 21233
Quảng Ninh           | Hoành Bồ             | Đại Yên                        | 8346
Quảng Ninh           | Hoành Bồ             | Việt Hưng                      | 8358
Quảng Trị            | Cam Lộ               | Thanh An                       | 21413
Quảng Trị            | Cam Lộ               | TT. Cam Lộ                     | 21411
Quảng Trị            | Đa Krông             | TT. Krông Klang                | 21427
Quảng Trị            | Gio Linh             | Phong Bình                     | 21431
Quảng Trị            | Gio Linh             | TT. Gio Linh                   | 21432
Quảng Trị            | Hải Lăng             | Hải Phong                      | 21434
Quảng Trị            | Hải Lăng             | TT. Diên Sanh                  | 21433
Quảng Trị            | Hướng Hóa            | Lìa                            | 21444
Quảng Trị            | Vĩnh Linh            | Hiền Thành                     | 21453
Quảng Trị            | Vĩnh Linh            | Kim Thạch                      | 21452
Quảng Trị            | Vĩnh Linh            | Trung Nam                      | 21451
Quảng Trị            | Vĩnh Linh            | TT. Cửa Tùng                   | 21454
Quảng Trị            | Vĩnh Linh            | Vĩnh Quang                     | 8560
Sóc Trăng            | Châu Thành           | TT. Châu Thành                 | 20664
Sóc Trăng            | Cù Lao Dung          | TT. Cù Lao Dung                | 20665
Sóc Trăng            | Kế Sách              | TT. Kế Sách                    | 20666
Sóc Trăng            | Mỹ Xuyên             | Nhu Gia                        | 8618
Sóc Trăng            | Mỹ Xuyên             | TT. Mỹ Xuyên                   | 20668
Sóc Trăng            | Thạnh Trị            | TT. Hưng Lợi                   | 20669
Sóc Trăng            | Vĩnh Châu            | Vĩnh Châu                      | 8648
Sơn La               | Bắc Yên              | TT. Bắc Yên                    | 21262
Sơn La               | Mai Sơn              | Mường Tranh                    | 8694
Sơn La               | Mai Sơn              | Nà Bó                          | 8695
Sơn La               | Mai Sơn              | TT. Hát Lót                    | 21272
Sơn La               | Mộc Châu             | Nông trường Mộc Châu           | 8715
Sơn La               | Mường La             | Ong                            | 8741
Sơn La               | Phù Yên              | Sập Sa                         | 8760
Sơn La               | Phù Yên              | TT. Phù Yên                    | 21263
Sơn La               | Quỳnh Nhai           | Liệp Muội                      | 8774
Sơn La               | Quỳnh Nhai           | Pắc Ma                         | 8779
Sơn La               | Quỳnh Nhai           | Pha Khinh                      | 8780
Sơn La               | Sông Mã              | Nà Nghịu                       | 8806
Sơn La               | Sông Mã              | TT. Sông Mã                    | 21273
Sơn La               | Sốp Cộp              | Duyệt Chung                    | 8855
